iter	Passed	Remaining
484	617	656
485	619	654
486	620	653
487	621	651
488	622	650
489	623	649
490	624	647
491	625	645
492	628	646
493	630	645
494	631	644
495	632	642
496	633	641
497	635	640
498	636	638
499	636	636
500	637	635
501	638	633
502	639	631
503	641	630
504	643	630
505	644	629
506	645	627
507	647	626
508	648	625
509	649	624
510	650	622
511	651	620
512	652	619
513	653	618
514	654	616
515	656	615
516	657	614
517	659	613
518	660	612
519	661	611
520	663	609
521	664	608
522	666	607
523	667	606
524	668	604
525	668	602
526	670	601
527	672	601
528	673	599
529	674	598
530	676	597
531	677	596
532	679	595
533	680	593
534	681	592
535	682	590
536	683	589
537	684	587
538	686	587
539	688	586
540	689	585
541	691	583
542	692	582
543	693	580
544	694	579
545	695	578
546	696	576
547	697	575
548	698	573
549	699	571
550	700	571
551	702	569
552	703	568
553	704	567
554	705	566
555	707	564
556	708	563
557	709	561
558	710	560
559	711	558
560	712	557
561	713	555
562	713	554
563	716	553
564	718	552
565	719	551
566	720	550
567	721	548
568	722	547
569	724	546
570	724	544
571	725	543
572	726	541
573	727	540
574	728	538
575	730	537
576	748	548
577	750	547
578	751	546
579	752	544
580	753	543
581	754	542
582	756	541
583	757	539
584	758	538
585	759	536
586	760	534
587	762	534
588	764	533
589	765	532
590	766	530
591	767	529
592	769	528
593	770	526
594	771	525
595	772	523
596	773	522
597	774	520
598	775	519
599	777	518
600	778	517
601	779	515
602	780	514
603	782	512
604	783	511
605	783	509
606	784	508
607	785	506
608	786	504
609	787	503
610	788	502
611	789	500
612	791	499
613	793	498
614	794	497
615	796	496
616	797	495
617	798	493
618	799	492
619	801	490
620	802	489
621	803	488
622	803	486
623	804	485
624	807	484
625	808	483
626	810	481
627	811	480
628	812	479
629	813	477
630	814	476
631	815	474
632	816	473
633	817	472
634	818	470
635	819	469
636	820	467
637	823	467
638	824	465
639	825	464
640	826	463
641	827	461
642	829	460
643	830	459
644	831	457
645	832	456
646	833	454
647	834	453
648	835	451
649	838	451
650	839	449
651	840	448
652	841	447
653	842	445
654	844	444
655	845	443
656	846	441
657	846	440
658	847	438
659	848	437
660	849	435
661	852	435
662	853	433
663	855	432
664	856	431
665	857	429
666	858	428
667	859	427
668	860	425
669	861	424
670	862	422
671	863	421
672	864	420
673	867	419
674	868	418
675	869	416
676	870	415
677	871	414
678	873	412
679	874	411
680	875	410
681	876	408
682	877	407
683	878	405
684	879	404
685	881	403
686	883	402
687	884	401
688	885	399
689	886	398
690	888	397
691	889	395
692	890	394
693	891	392
694	892	391
695	892	390
696	893	388
697	894	387
698	897	386
699	898	385
700	899	383
701	900	382
702	901	381
703	903	379
704	904	378
705	905	376
706	906	375
707	906	374
708	907	372
709	908	371
710	909	369
711	912	369
712	913	367
713	915	366
714	916	365
715	917	363
716	918	362
717	919	361
718	920	359
719	921	358
720	922	357
721	923	355
722	924	354
723	926	353
724	927	351
725	928	350
726	930	349
727	931	347
728	932	346
729	933	345
730	934	343
731	935	342
732	936	341
733	937	339
734	938	338
735	939	336
736	941	336
737	943	334
738	944	333
739	945	332
740	946	330
741	948	329
742	948	328
743	949	326
744	950	325
745	952	324
746	953	322
747	954	321
748	955	320
749	957	319
750	958	317
751	959	316
752	960	315
753	961	313
754	962	312
755	963	311
756	964	309
757	965	308
758	966	306
759	967	305
760	968	304
761	968	302
762	970	301
763	972	300
764	973	299
765	975	297
766	976	296
767	977	295
768	978	294
769	979	292
770	980	291
771	982	290
772	983	288
773	984	287
774	986	286
775	988	285
776	989	283
777	990	282
778	991	281
779	993	280
780	994	278
781	995	277
782	996	276
783	997	274
784	998	273
785	1000	272
786	1001	271
787	1003	269
788	1004	268
789	1006	267
790	1007	266
791	1008	264
792	1010	263
793	1011	262
794	1012	261
795	1015	260
796	1017	259
797	1019	257
798	1020	256
799	1021	255
800	1022	254
801	1024	252
802	1025	251
803	1026	250
804	1027	248
805	1028	247
806	1029	246
807	1030	244
808	1031	243
809	1032	242
810	1033	240
811	1034	239
812	1036	238
813	1037	237
814	1038	235
815	1039	234
816	1041	233
817	1042	231
818	1043	230
819	1045	229
820	1046	228
821	1047	226
822	1048	225
823	1050	224
824	1051	223
825	1052	221
826	1053	220
827	1054	219
828	1055	217
829	1056	216
830	1057	215
831	1059	213
832	1060	212
833	1061	211
834	1062	209
835	1063	208
836	1064	207
837	1066	206
838	1067	204
839	1068	203
840	1069	202
841	1070	200
842	1071	199
843	1072	198
844	1074	197
845	1075	195
846	1076	194
847	1077	193
848	1078	191
849	1079	190
850	1080	189
851	1080	187
852	1081	186
853	1082	185
854	1083	183
855	1084	182
856	1085	181
857	1086	179
858	1086	178
859	1087	177
860	1089	175
861	1090	174
862	1091	173
863	1092	171
864	1092	170
865	1093	169
866	1094	167
867	1095	166
868	1096	165
869	1097	163
870	1098	162
871	1098	161
872	1099	159
873	1100	158
874	1101	157
875	1102	156
876	1103	154
877	1104	153
878	1105	152
879	1106	150
880	1107	149
881	1108	148
882	1109	146
883	1110	145
884	1110	144
885	1111	143
886	1112	141
887	1113	140
888	1114	139
889	1115	137
890	1116	136
891	1116	135
892	1117	133
893	1118	132
894	1120	131
895	1121	130
896	1122	128
897	1123	127
898	1124	126
899	1125	125
900	1126	123
901	1127	122
902	1128	121
903	1129	119
904	1130	118
905	1131	117
906	1132	116
907	1133	114
908	1135	113
909	1136	112
910	1137	111
911	1138	109
912	1139	108
913	1140	107
914	1141	106
915	1142	104
916	1143	103
917	1144	102
918	1144	100
919	1145	99
920	1146	98
921	1147	97
922	1148	95
923	1150	94
924	1151	93
925	1152	92
926	1153	90
927	1154	89
928	1155	88
929	1156	87
930	1157	85
931	1158	84
932	1158	83
933	1160	81
934	1160	80
935	1161	79
936	1162	78
937	1163	76
938	1164	75
939	1166	74
940	1167	73
941	1168	71
942	1169	70
943	1171	69
944	1172	68
945	1173	66
946	1174	65
947	1175	64
948	1176	63
949	1177	61
950	1177	60
951	1179	59
952	1180	58
953	1182	56
954	1183	55
955	1184	54
956	1185	53
957	1187	52
958	1188	50
959	1189	49
960	1190	48
961	1191	47
962	1192	45
963	1193	44
964	1194	43
965	1195	42
966	1197	40
967	1198	39
968	1199	38
969	1200	37
970	1201	35
971	1203	34
972	1204	33
973	1205	32
974	1206	30
975	1207	29
976	1209	28
977	1210	27
978	1211	25
979	1212	24
980	1214	23
981	1215	22
982	1216	21
983	1217	19
984	1218	18
985	1219	17
986	1220	16
987	1221	14
988	1222	13
989	1223	12
990	1224	11
991	1226	9
992	1227	8
993	1228	7
994	1229	6
995	1231	4
996	1232	3
997	1233	2
998	1234	1
999	1236	0
